id,name
9218,挤眉弄眼
9219,茫然
9220,疯了
9221,精疲力竭
9222,发呆
9223,空虚
9224,天旋地转
9225,闷闷不乐
9226,怦怦
9227,浮躁
9228,慌张
9229,更年期失眠
9230,不平
9231,心病
9232,心神不定
9233,慌慌张张
9234,看不开
9235,没精打采
9236,憔悴
9237,舍不得
9238,不耐烦
9239,吃力
9240,戒断反应
9241,作呕
9242,不顺心
9243,强迫行为
9244,凶相
9245,割腕
9246,毒品
9247,半昏迷
9248,性急
9249,吃不消
9250,自杀行为
9251,丧气
9252,易激动
9253,匆匆
9254,不自主运动
9255,忍受
9256,内疚
9257,没意思
9258,忧伤
9259,自伤
9260,耿耿于怀
9261,学习困难
9262,吓人
9263,吸毒
9264,烦闷
9265,恶劣
9266,丢脸
9267,费力
9268,好不容易
9269,情急
9270,绝望感
9271,讨厌
9272,前功尽弃
9273,受挫
9274,低沉
9275,有害
9276,神经错乱
9277,心力交瘁
9278,后悔
9279,咬指甲
9280,身心交瘁
9281,不好意思
9282,被害妄想
9283,揉搓
9284,歉意
9285,心乱如麻
9286,嚎啕大哭
9287,躁狂
9288,多虑
9289,羞耻
9290,恶感
9291,阴阳怪气
9292,反感
9293,孤单
9294,操心
9295,焦急
9296,提心吊胆
9297,痛不欲生
9298,小动作
9299,叨叨
9300,慌乱
9301,不幸
9302,悲痛
9303,重负
9304,尴尬
9305,困惑
9306,怒气
9307,猜疑
9308,悔恨
9309,度日如年
9310,百无聊赖
9311,懊悔
9312,道歉
9313,早衰
9314,坠落
9315,郁气
9316,无所适从
9317,诉苦
9318,惊慌失措
9319,眼睁睁
9320,泄气
9321,忙乱
9322,看不惯
9323,困境
9324,强迫性穷思竭虑
9325,下药
9326,勾引
9327,疑虑
9328,无能为力
9329,害羞
9330,厌恶
9331,忧心忡忡
9332,动怒
9333,患得患失
9334,疲困
9335,昏迷
9336,惊怕
9337,介意
9338,断肠
9339,疏远
9340,心事
9341,唠叨
9342,难听
9343,悔不该
9344,气愤
9345,多血质
9346,郁结
9347,喜怒无常
9348,徘徊
9349,不宁
9350,强奸
9351,面无表情
9352,破裂
9353,乏味
9354,失望
9355,手忙脚乱
9356,痛心
9357,对声音敏感
9358,低头
9359,同性恋
9360,怯场
9361,黑暗
9362,受惊
9363,紧绷绷
9364,肉痛
9365,堵得慌
9366,唉声叹气
9367,作难
9368,心焦
9369,痛哭
9370,抑郁寡欢
9371,头难
9372,难忍
9373,长叹
9374,精神创伤
9375,束缚
9376,发愁
9377,神经性头痛
9378,孤立
9379,敌意
9380,急切
9381,惧怕
9382,丢人
9383,悲观失望
9384,幻嗅
9385,抛弃
9386,忍耐
9387,不得已
9388,听幻觉
9389,昏昏欲睡
9390,受骗
9391,发急
9392,狭隘
9393,索然无味
9394,羞辱
9395,沉闷
9396,仇恨
9397,暴跳如雷
9398,孤零零
9399,悔过
9400,遗憾
9401,火气
9402,无语
9403,惶恐不安
9404,愧疚
9405,思维缓慢
9406,担惊受怕
9407,难处
9408,恼火
9409,闷沉沉
9410,失意
9411,忧心
9412,多愁善感
9413,万念俱灰
9414,禁锢
9415,木僵
9416,困顿
9417,悲剧
9418,假笑
9419,焦灼
9420,拉不下脸
9421,违心
9422,可惜
9423,敌视
9424,植物神经功能障碍
9425,发牢骚
9426,急促
9427,叹息
9428,遭罪
9429,为难
9430,生怕
9431,无可奈何
9432,消沉
9433,晕头转向
9434,宣泄
9435,意识障碍
9436,伤感
9437,瑟瑟
9438,萧条
9439,惶恐
9440,腼腆
9441,顾忌
9442,鄙视
9443,心灰意冷
9444,功亏一篑
9445,自恋
9446,厌倦
9447,恶毒
9448,厌弃
9449,容忍
9450,糟心
9451,跳脚
9452,思维松弛
9453,思维中断
9454,无精打彩
9455,心绪不宁
9456,苦闷
9457,情绪起伏大
9458,成人多动症
9459,辗转反侧
9460,惊慌
9461,依赖症
9462,欲哭无泪
9463,赌气
9464,悲哀
9465,冷血动物
9466,愁眉苦脸
9467,悲凉
9468,哭鼻子
9469,无助感
9470,不知所措
9471,心如刀割
9472,忐忑
9473,脸皮薄
9474,惊惧
9475,悲惨
9476,咬牙切齿
9477,坐卧不宁
9478,忐忑不安
9479,愁眉不展
9480,抱歉
9481,血淋淋
9482,人格解体
9483,憋得慌
9484,动气
9485,被迫害妄想症
9486,强制性思维
9487,恨之入骨
9488,恹恹
9489,气不过
9490,懊恼
9491,阴郁
9492,闹脾气
9493,咆哮
9494,震惊
9495,仇视
9496,哽咽
9497,胆怯
9498,痛失
9499,小心翼翼
9500,不忍
9501,嗜酒
9502,喧闹
9503,空荡荡
9504,六神无主
9505,崩塌
9506,坎坷
9507,哀怨
9508,惶惶不可终日
9509,哭哭啼啼
9510,表情淡漠
9511,夜惊
9512,空落落
9513,熬煎
9514,痛哭流涕
9515,受气
9516,自尽
9517,迫不得已
9518,触目
9519,触景生情
9520,挫败
9521,热锅上的蚂蚁
9522,一蹶不振
9523,犯愁
9524,思维不连贯
9525,伤神
9526,震荡
9527,愧对
9528,记恨
9529,着慌
9530,惊险
9531,木讷
9532,孤立无援
9533,考试焦虑
9534,神志恍惚
9535,困窘
9536,场所恐惧
9537,草木皆兵
9538,惴惴不安
9539,怨气
9540,怕生
9541,死气沉沉
9542,艰难
9543,上吊
9544,冤气
9545,痛恨
9546,沦陷
9547,流言
9548,孤孤单单
9549,寂寞
9550,惊悚
9551,凌乱
9552,颓丧
9553,不悦
9554,记忆缺失
9555,没落
9556,偏执状态
9557,沉痛
9558,顾虑重重
9559,看不上
9560,嗤之以鼻
9561,闹情绪
9562,急眼
9563,窝火
9564,得不偿失
9565,大发雷霆
9566,钻牛角尖儿
9567,看低
9568,唯唯诺诺
9569,猥亵
9570,抑郁性木僵
9571,惆怅
9572,窝心
9573,灰心
9574,思维贫乏
9575,畏难
9576,发怵
9577,阴森
9578,言语凌乱
9579,积怨
9580,衰落
9581,烧伤
9582,精神混乱
9583,木然
9584,生疏
9585,郁郁不得志
9586,无依无靠
9587,感觉迟钝
9588,凄苦
